season,pitcher,bf_22g,ros_k_rate,q10,q50,q90
2024,663432,113,0.226890756302521,0.12987012987012986,0.2222222222222222,0.30246913580246915
2024,663485,109,0.2896174863387978,0.15942028985507245,0.22018348623853212,0.29188811188811165
2024,663568,99,0.1875,0.14906832298136646,0.21839080459770116,0.2980769230769231
2024,663704,108,0.18705035971223022,0.16299559471365638,0.2383177570093458,0.31543624161073824
2024,663893,89,0.16346153846153846,0.125,0.21768707482993196,0.2866666666666667
2024,663992,93,0.18518518518518517,0.15315315315315314,0.22580645161290322,0.30246913580246915
2024,664076,87,0.2346368715083799,0.22347503981167352,0.28402366863905326,0.35714285714285715
2024,664126,87,0.21428571428571427,0.20634920634920634,0.2689655172413793,0.3617021276595745
2024,664208,80,0.23243243243243245,0.18333333333333332,0.24175824175824176,0.31543624161073824
2024,664747,91,0.21710526315789475,0.1897810218978102,0.25287356321839083,0.32
2024,664776,98,0.3333333333333333,0.21014492753623187,0.2883435582822086,0.3939393939393939
2024,664849,86,0.25316455696202533,0.21428571428571427,0.28,0.345679012345679
2024,664854,83,0.3005464480874317,0.21014492753623187,0.2830188679245283,0.35135135135135137
2024,664875,109,0.13450292397660818,0.15151515151515152,0.22580645161290322,0.30303030303030304
2024,665625,96,0.20610687022900764,0.10810810810810811,0.1989795918367347,0.2647058823529412
2024,666808,97,0.28160919540229884,0.22556390977443608,0.2849740932642487,0.375
2024,666974,87,0.2883435582822086,0.14906832298136646,0.21768707482993196,0.2857142857142857
2024,667463,100,0.12162162162162163,0.10569105691056911,0.19230769230769232,0.27419354838709675
2024,668338,98,0.2116788321167883,0.1746031746031746,0.2318840579710145,0.31446540880503143
2024,668674,91,0.2716049382716049,0.20422535211267606,0.26842105263157895,0.3470319634703196
2024,668941,87,0.17197452229299362,0.2,0.2647058823529412,0.345679012345679
2024,669093,101,0.33112582781456956,0.2222222222222222,0.2909090909090909,0.3939393939393939
2024,669211,87,0.3230088495575221,0.1951219512195122,0.2638888888888889,0.3470319634703196
2024,669212,113,0.2,0.16363636363636364,0.23863636363636365,0.30538922155688625
2024,669276,126,0.391304347826087,0.17333333333333334,0.2529411764705882,0.32558139534883723
2024,669622,98,0.2595419847328244,0.1951219512195122,0.2597402597402597,0.336283185840708
2024,669674,91,0.2235294117647059,0.1746031746031746,0.23232323232323232,0.32989690721649484
2024,669711,86,0.18994413407821228,0.2,0.26136363636363635,0.34615384615384615
2024,670059,85,0.2158273381294964,0.1951219512195122,0.25949367088607594,0.33519553072625696
2024,670167,90,0.23134328358208955,0.15151515151515152,0.2383177570093458,0.30994152046783624
2024,670280,88,0.20689655172413793,0.19318181818181818,0.2642857142857143,0.345679012345679
2024,670970,124,0.25675675675675674,0.17333333333333334,0.2318840579710145,0.30626603934987173
2024,670990,123,0.2235294117647059,0.11764705882352941,0.21739130434782608,0.29545454545454547
2024,671305,99,0.3584905660377358,0.22018348623853212,0.28402366863905326,0.3533834586466165
2024,671345,83,0.17964071856287425,0.10569105691056911,0.19815668202764977,0.2647058823529412
2024,671922,89,0.355,0.19444444444444445,0.2604166666666667,0.336283185840708
2024,672335,89,0.18120805369127516,0.12987012987012986,0.2079207920792079,0.27807486631016043
2024,672578,103,0.19230769230769232,0.14814814814814814,0.22099447513812154,0.30246913580246915
2024,672582,81,0.18238993710691823,0.12,0.20603015075376885,0.2887700534759358
2024,673513,85,0.31213872832369943,0.15315315315315314,0.2192513368983957,0.2857142857142857
2024,673929,84,0.15517241379310345,0.1592920353982301,0.23115577889447236,0.30246913580246915
2024,676092,86,0.2619047619047619,0.18604651162790697,0.2440944881889764,0.3181818181818182
2024,676395,75,0.29545454545454547,0.20614035087719298,0.2631578947368421,0.3533834586466165
2024,676534,103,0.2857142857142857,0.16417910447761194,0.22377622377622378,0.2887700534759358
2024,676684,94,0.24489795918367346,0.16363636363636364,0.2383177570093458,0.30538922155688625
2024,676702,97,0.09836065573770492,0.17543859649122806,0.26011560693641617,0.3380281690140845
2024,677053,79,0.36363636363636365,0.208955223880597,0.2642857142857143,0.35185185185185186
2024,678606,86,0.16279069767441862,0.12389380530973451,0.2,0.27218934911242604
2024,679885,110,0.3065326633165829,0.19444444444444445,0.25949367088607594,0.35135135135135137
2024,680767,126,0.21649484536082475,0.125,0.22727272727272727,0.30303030303030304
2024,681676,111,0.2413793103448276,0.20422535211267606,0.2727272727272727,0.34615384615384615
2024,681892,132,0.10344827586206896,0.16363636363636364,0.24025974025974026,0.3188405797101449
2024,681911,91,0.3352601156069364,0.22377622377622378,0.28125,0.35570469798657717
2024,682120,80,0.2655367231638418,0.20279720279720279,0.25949367088607594,0.33519553072625696
2024,683232,110,0.3287671232876712,0.18181818181818182,0.234375,0.304
2024,683409,91,0.2619047619047619,0.16326530612244897,0.23529411764705882,0.3082191780821918
2024,683769,83,0.2358974358974359,0.14906832298136646,0.21428571428571427,0.29545454545454547
2024,686539,129,0.24022346368715083,0.11904761904761904,0.21428571428571427,0.275
2024,686826,132,0.12698412698412698,0.10714285714285714,0.2,0.27419354838709675
2024,687330,105,0.22988505747126436,0.12,0.20603015075376885,0.2849162011173184
2024,687863,95,0.34782608695652173,0.19786096256684493,0.26666666666666666,0.34146341463414637
2024,687911,84,0.24,0.1993877551020409,0.2608695652173913,0.3470319634703196
2024,688297,120,0.22857142857142856,0.12121212121212122,0.21739130434782608,0.29545454545454547
2024,693312,110,0.16911764705882354,0.20279720279720279,0.26666666666666666,0.3533834586466165
2024,695243,108,0.3546099290780142,0.234375,0.3170731707317073,0.43478260869565216
