season,batter,pa_22g,ros_woba_delta_vs_prior,q10,q50,q90
2025,455117,63,0.03278273934663303,-0.0334338329449797,0.027087720178904984,0.11468389000349977
2025,456781,57,-4.6877388132082753e-05,-0.11325363825363827,-0.03176453980801808,0.026019588953114958
2025,457705,83,-0.01774001809980197,-0.06469262802954812,-0.015286219794095057,0.021572485315408896
2025,457759,68,-0.04511625058625107,-0.09036754507628297,-0.03756076826671234,0.010314029120489399
2025,467793,96,-0.035225017662582014,-0.07879518072289154,-0.028920498318541987,0.022893872661888026
2025,500743,56,0.02162562752185554,-0.07286914765906366,-0.01795157150202431,0.04097609870038249
2025,502054,83,0.01775543260339435,-0.07946430179528247,-0.024768301246764934,0.03987161407838302
2025,502671,92,-0.04630091924431984,-0.07189696934836515,-0.02538741789819371,0.012821611194065163
2025,514888,95,-0.038804619789894024,-0.07980611435088814,-0.03090228569577763,0.034972679784643024
2025,516782,67,0.026118708771166455,-0.06992416756045666,-0.012405820667936274,0.03760315318137836
2025,518595,77,-0.06259886390501801,-0.08234126984126983,-0.02784066860310372,0.03096530419983462
2025,518692,90,-0.03364953107534285,-0.06445310361775253,-0.02029390736470793,0.04196074623878604
2025,518934,80,-0.0063431083286338286,-0.04423117655911074,0.008128221397677493,0.060487429194850395
2025,519317,79,0.09302114432188707,-0.06924511856808474,-0.010871836593101702,0.04698021649869355
2025,521692,90,-0.007019937823878664,-0.05394096794158637,-0.009446095649712771,0.047733850414319386
2025,527038,84,-0.002876615587866671,-0.06931765961340641,-0.01452198062171306,0.03760315318137836
2025,542303,95,-0.048236648051785735,-0.06445310361775253,-0.016477542202250783,0.03886703186447671
2025,543309,76,0.01934806072625045,-0.07489513168587092,-0.01654856542599953,0.03929295919212699
2025,543510,81,0.05387819501693847,-0.045439820935729014,0.005474156455764045,0.06664539727524604
2025,543760,91,-0.020791701604682522,-0.08234126984126983,-0.028560497369679583,0.016454117088599396
2025,543807,86,0.08713386010761742,-0.05809039924482201,-0.011698914467376587,0.03733620656274128
2025,543877,76,-0.028287593283798262,-0.04772823330515635,0.008796024801893232,0.0760782434619644
2025,545121,66,0.010576259560358514,-0.057630525407338096,0.008067424609537133,0.061155993773786166
2025,545361,94,-0.032542268810130004,-0.07915323901897509,-0.029186799915606687,0.026998123240374095
2025,547180,99,-0.029850206116698974,-0.07775964872271607,-0.02589222925696899,0.022975693814620002
2025,553869,67,-0.04179490241838141,-0.07750941916790882,-0.017332956499076374,0.03868945579873767
2025,553993,88,0.02389205710176684,-0.050788116806176564,-0.003731850348064336,0.045394736842105265
2025,570482,79,-0.03779610647104026,-0.05815839234956882,-0.009410547824856397,0.036491356332239544
