season,batter,pa_22g,ros_woba_delta_vs_prior,q10,q50,q90
2024,664901,75,-0.059983250692445256,-0.05411348996588894,0.010941296259265043,0.07605820203980962
2024,664913,71,-0.013328360980008502,-0.08349021115824255,-0.024481962455076223,0.03771397546028893
2024,664983,76,0.013660551901920226,-0.07980611435088814,-0.034825359875417405,0.025897802977917387
2024,665019,58,0.008145416816359163,-0.03795308795396454,0.022893872661888026,0.09451923197005807
2024,665161,91,-0.01878787949440125,-0.05641163919204889,-0.009755553569736786,0.03318944886274833
2024,665487,95,-0.018576458934961904,-0.06550979673336538,-0.01995917817042564,0.03635525897086084
2024,665489,99,0.04682325552420169,-0.07775964872271607,-0.02548005617639465,0.022130857813511817
2024,665506,64,-0.01844981691298378,-0.05411348996588894,0.008128221397677493,0.07951261799422554
2024,665742,103,0.014662276187972834,-0.06445310361775253,-0.009755553569736786,0.04775335971486799
2024,665750,84,0.009609196734455261,-0.05411348996588894,0.0010701288190349545,0.06574857585310545
2024,665804,80,-0.008136200716845898,-0.05815839234956882,-0.009944138515302403,0.03310828226331525
2024,665828,85,0.005578549736671268,-0.04788250909941438,0.00576140794518315,0.06499019076819906
2024,665833,96,-0.0176652821004305,-0.07932743662539302,-0.029585912926567426,0.02638158907233712
2024,665839,78,-0.019822926374650496,-0.09352935642359556,-0.04045112434742043,0.01798830557055786
2024,665862,93,0.003396496808012739,-0.06914032126245911,-0.024011318572967177,0.01880232807766624
2024,665926,99,-0.042774521022478695,-0.06690844072828128,-0.024011318572967177,0.01967999200531345
2024,666018,62,0.07627450980392159,-0.04423117655911074,0.012628035481829614,0.0701814339274563
2024,666023,79,0.12324095657428988,-0.018631837163898324,0.06527092182298247,0.15866666666666665
2024,666134,92,-0.02768505620428069,-0.1007660455486542,-0.03818934762026294,0.021777070403464105
2024,666135,82,-0.07596330080394104,-0.057630525407338096,-0.008438392492860047,0.03987161407838302
2024,666139,79,-0.12829674123170398,-0.15633683896072986,-0.03838089984500731,0.021777070403464105
2024,666149,76,0.06418226381461678,-0.07980611435088814,-0.02539631154560057,0.03793372657876476
2024,666150,71,-0.11809163059163061,-0.09036754507628297,-0.03516602274951364,0.019062574745634886
2024,666152,67,0.09805128205128202,-0.010695388285209273,0.052430004763918514,0.15866666666666665
2024,666158,81,0.005515573268138785,-0.09036754507628297,-0.03367494890750705,0.021777070403464105
2024,666160,60,0.03370906640745708,-0.06217929685310552,0.0031333326659266914,0.0760782434619644
2024,666163,70,0.04156606512892186,-0.016788080222456453,0.04487867790595387,0.15317283950617283
2024,666176,68,-0.007031994669867647,-0.03716714589829523,0.022130857813511817,0.09574933077171843
2024,666181,89,-0.03579844465750509,-0.05656656101197466,-0.0027801258482477165,0.06320268854748606
2024,666182,96,-0.09703242976518689,-0.07966938932864584,-0.03485262008733625,0.022101765141501917
2024,666185,58,-0.04678124489783442,-0.07932743662539302,-0.029669449992254016,0.032226008358254676
2024,666310,81,0.08546504010481579,-0.042487508331863016,0.041215998507665164,0.15393757159221078
2024,666397,84,-0.09902625709077323,-0.08778998778998781,-0.036116140722095846,0.02638158907233712
2024,666624,93,-0.0588143467707572,-0.07775964872271607,-0.02648352410763516,0.01860418590432178
2024,666969,91,-0.05288926310743275,-0.06016768548640054,-0.014373423637025928,0.033335033253110616
2024,666971,103,-0.017625789379741352,-0.06086888040045335,-0.012948586771813542,0.02413646898600108
2024,667452,87,-0.09604493971501643,-0.04574384771464307,0.0010701288190349545,0.06235995850170267
2024,667472,54,0.10962962962962963,-0.04574384771464307,0.008866216578714503,0.0701814339274563
2024,667670,85,0.11721951103262873,-0.03440878668804864,0.02413646898600108,0.10320253795759754
