season,batter,pa_22g,ab_22g,bb_22g,k_22g,hits_22g,hr_22g,woba_22g,avg_22g,obp_22g,slg_22g,ops_22g,babip_22g,bb_rate_22g,k_rate_22g,hr_rate_22g,iso_22g,xwoba_22g,xwoba_minus_woba_22g,pitches_per_pa_22g,swing_rate_22g,whiff_per_swing_22g,called_strike_rate_22g,zone_rate_22g,chase_rate_22g,bbe_22g,ev_mean_22g,ev_p90_22g,la_mean_22g,hardhit_rate_22g,barrel_rate_22g,team,league_woba,league_bb_rate,league_k_rate,league_babip,league_iso,preseason_prior_woba,preseason_prior_iso,preseason_prior_k_rate,ev_p90_22g_league_22g,hardhit_rate_22g_league_22g,barrel_rate_22g_league_22g,xwoba_22g_league_22g,abs_xwoba_minus_woba_22g,xwoba_minus_prior_woba_22g,woba_minus_prior_woba_22g,ros_woba_delta_vs_prior,ev_p90_resid_22g,hardhit_resid_22g,barrel_resid_22g,xwoba_resid_22g,pa_cutoff,woba_cutoff,ops_cutoff,team_cutoff,player,normalized_name,in_mainstream_top20,named_r1_case,pred_delta_mean,pred_delta_bootstrap_sd,delta_q10,delta_q50,delta_q90,pred_ros_woba,q10_ros_woba,q50_ros_woba,q90_ros_woba,player_prior_woba_sd,preseason_prior_woba_sd_floor,preseason_prior_woba_sd,fake_hot_threshold_woba,fake_hot_margin_woba,fake_hot_shortfall_sd,pred_delta_top_decile,april_woba_bottom_decile,sleeper_candidate,fake_hot_candidate,fake_cold_candidate,verdict
2026,677592,53,46,4,12,14,3,0.4056603773584906,0.30434782608695654,0.37735849056603776,0.5869565217391305,0.9643150123051683,0.34375,0.07547169811320754,0.22641509433962265,0.05660377358490566,0.28260869565217395,0.39587330188679243,-0.009787075471698159,3.30188679245283,0.5657142857142857,0.32323232323232326,0.09142857142857143,0.4857142857142857,0.35555555555555557,59,83.99661016949153,103.26,17.847457627118644,0.3050847457627119,0.0847457627118644,CWS,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.21968864062892524,0.07894494991269185,0.3856895863811677,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.009787075471698159,0.1761846612578672,0.18597173672956535,,1.5799999999999983,0.05722149789946401,0.04903147699757869,0.08753899371165463,53,0.4056603773584906,0.9643150123051683,CWS,Everson Pereira,eversonpereira,False,False,0.10430624029859743,0.017487584679629974,-0.008438392492860047,0.06574857585310545,0.1664417991865331,0.32399488092752265,0.2112502481360652,0.2854372164820307,0.38613043981545836,0.006321168655638448,0.05095058000215223,0.051341199593783755,0.1683474410351415,0.15564743989238117,-2.031628421694037,True,False,True,False,False,sleeper
2026,678489,63,57,3,21,12,1,0.29918032786885246,0.21052631578947367,0.26229508196721313,0.42105263157894735,0.6833477135461605,0.3142857142857143,0.047619047619047616,0.3333333333333333,0.015873015873015872,0.21052631578947367,0.21912209836065574,-0.08005822950819672,4.317460317460317,0.45955882352941174,0.224,0.19852941176470587,0.5,0.33088235294117646,83,77.1012048192771,97.88,16.83132530120482,0.14457831325301204,0.03614457831325301,AZ,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.1897164926576691,0.09923593850685813,0.20811287477954143,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.08005822950819672,0.029405605702986642,0.10946383521118336,,-3.8000000000000114,-0.10328493461023583,0.00043029259896729816,-0.08921220981448205,63,0.29918032786885246,0.6833477135461605,AZ,Jorge Barrosa,jorgebarrosa,False,False,0.0828351684738542,0.015440056033169598,-0.045439820935729014,0.03755785490114549,0.1451298701298701,0.2725516611315233,0.1442766717219401,0.2272743475588146,0.3348463627875392,0.019720521421121122,0.05095058000215223,0.05463387747246769,0.13508261518520143,0.13746904594632187,-1.5161868845131543,True,False,True,False,False,sleeper
2026,694212,75,65,10,17,14,4,0.32945205479452055,0.2153846153846154,0.32,0.4153846153846154,0.7353846153846154,0.22727272727272727,0.13333333333333333,0.22666666666666666,0.05333333333333334,0.2,0.3604814520547945,0.031029397260273928,3.56,0.50187265917603,0.3208955223880597,0.12359550561797752,0.44569288389513106,0.32432432432432434,81,86.1641975308642,107.9,18.617283950617285,0.30864197530864196,0.07407407407407407,BAL,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.2457627118644068,0.1651376146788991,0.2542372881355932,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.031029397260273928,0.11471874019038769,0.08368934293011376,,6.219999999999999,0.06077872744539409,0.03835978835978836,0.05214714387965669,75,0.32945205479452055,0.7353846153846154,BAL,Samuel Basallo,samuelbasallo,False,False,0.06580211440805954,0.015011329323863029,-0.03440878668804864,0.02596607108074106,0.10560949512562418,0.31156482627246634,0.21135392517635815,0.27172878294514785,0.35137220699003097,,0.05095058000215223,0.05095058000215223,0.19481213186225455,0.1167526944102118,-1.291489015537801,True,False,True,False,False,sleeper
2026,695506,83,75,6,25,19,1,0.3120481927710843,0.25333333333333335,0.3253012048192771,0.37333333333333335,0.6986345381526105,0.3673469387755102,0.07228915662650602,0.30120481927710846,0.012048192771084338,0.12,0.33464104819277113,0.02259285542168682,3.6987951807228914,0.46254071661237783,0.31690140845070425,0.16286644951140064,0.4723127035830619,0.3148148148148148,91,87.52967032967032,109.7,8.12087912087912,0.37362637362637363,0.08791208791208792,KC,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.2396551724137931,0.1380952380952381,0.22413793103448273,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.02259285542168682,0.09498587577897802,0.0723930203572912,,8.019999999999996,0.12576312576312576,0.05219780219780221,0.026306740017633334,83,0.3120481927710843,0.6986345381526105,KC,Jac Caglianone,jaccaglianone,False,False,0.054978655010363676,0.016480612693078066,-0.02648352410763516,0.036487312131879834,0.11468389000349977,0.2946338274241568,0.21317164830615795,0.2761424845456729,0.35433906241729285,,0.05095058000215223,0.05095058000215223,0.1887045924116409,0.10592923501251589,-1.0790584721124135,True,False,True,False,False,sleeper
2026,693307,87,75,6,15,18,4,0.37441860465116283,0.24,0.32941176470588235,0.4533333333333333,0.7827450980392157,0.25,0.06896551724137931,0.1724137931034483,0.04597701149425287,0.21333333333333332,0.4310665357142857,0.05664793106312288,3.7126436781609193,0.48297213622291024,0.19230769230769232,0.16408668730650156,0.5170278637770898,0.3141025641025641,111,82.31801801801801,102.2,15.504504504504505,0.2882882882882883,0.0990990990990991,DET,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.28835465089249335,0.145041502839668,0.2832803456427815,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.05664793106312288,0.14271188482179237,0.08606395375866949,,0.519999999999996,0.040425040425040415,0.06338481338481339,0.12273222753914792,87,0.37441860465116283,0.7827450980392157,DET,Dillon Dingler,dillondingler,False,False,0.054836455067167084,0.01207156906582635,-0.029688479263348277,0.028125107655102344,0.10482446830607589,0.3431911059596604,0.25866617162914507,0.3164797585475957,0.39317911919856924,0.05383891004920854,0.05095058000215223,0.07412550059083907,0.2142291503016543,0.1289619556580061,-0.739778546250305,True,False,True,False,False,sleeper
2026,691723,71,64,7,20,12,3,0.27746478873239433,0.1875,0.2676056338028169,0.359375,0.6269806338028169,0.21951219512195122,0.09859154929577464,0.28169014084507044,0.04225352112676056,0.171875,0.30836798591549297,0.03090319718309864,3.8309859154929575,0.4264705882352941,0.3103448275862069,0.20588235294117646,0.47058823529411764,0.2847222222222222,74,83.6608108108108,107.87,12.824324324324325,0.2702702702702703,0.04054054054054054,BAL,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.23792023214786231,0.09505703422053231,0.3712905452035887,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.03090319718309864,0.07044775376763066,0.039544556584532015,,6.189999999999998,0.022407022407022414,0.0048262548262548305,3.367774035517579e-05,71,0.27746478873239433,0.6269806338028169,BAL,Coby Mayo,cobymayo,False,False,0.044634170422443324,0.015226693675253306,-0.02655296277572311,0.036487312131879834,0.11468389000349977,0.2825544025703056,0.2113672693721392,0.2744075442797421,0.35260412215136205,0.07474943239816034,0.05095058000215223,0.09046236370117054,0.1474578684466918,0.13509653412361383,-0.4934004440773391,True,False,True,False,False,sleeper
2026,691720,71,57,13,15,12,1,0.3007042253521127,0.21052631578947367,0.352112676056338,0.2807017543859649,0.6328144304423029,0.2619047619047619,0.18309859154929578,0.2112676056338028,0.014084507042253521,0.07017543859649122,0.36901970422535213,0.06831547887323941,4.309859154929577,0.3888888888888889,0.25210084033613445,0.1895424836601307,0.46078431372549017,0.22424242424242424,80,84.50874999999999,105.24000000000001,17.1125,0.25,0.0375,COL,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.2787096774193549,0.0510948905109489,0.26282051282051283,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.06831547887323941,0.09031002680599726,0.021994547932757846,,3.5600000000000023,0.002136752136752129,0.0017857142857142863,0.060685396050214335,91,0.295054945054945,0.6244431244431244,COL,Kyle Karros,kylekarros,False,False,0.04381720334136891,0.013864358136654271,-0.03440878668804864,0.024224767565495853,0.10560949512562418,0.3225268807607238,0.24430089073130623,0.3029344449848507,0.38431917254497905,,0.05095058000215223,0.05095058000215223,0.22775909741720263,0.09476778334352115,-0.8599942010379077,True,False,True,False,False,sleeper
2026,665750,67,56,10,14,17,2,0.39015151515151514,0.30357142857142855,0.4090909090909091,0.4642857142857143,0.8733766233766234,0.375,0.14925373134328357,0.208955223880597,0.029850746268656716,0.16071428571428575,0.3857210606060606,-0.004430454545454543,3.925373134328358,0.467680608365019,0.24390243902439024,0.13688212927756654,0.46387832699619774,0.2624113475177305,81,79.17407407407408,100.8,19.604938271604937,0.2222222222222222,0.037037037037037035,BAL,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.2801734249091135,0.12096944292153998,0.23901685239114348,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.004430454545454543,0.10554763569694708,0.10997809024240163,,-0.8800000000000097,-0.02564102564102566,0.0013227513227513227,0.0773867524309228,67,0.39015151515151514,0.8733766233766234,BAL,Leody Taveras,leodytaveras,False,False,0.0392057126359813,0.012902084611743182,-0.03440878668804864,0.021777070403464105,0.10492887325501651,0.31937913754509484,0.24576463822106487,0.3019504953125776,0.38510229816413,0.03548495687154335,0.05095058000215223,0.062089804048096386,0.21808362086101712,0.10129551668407771,-0.6314355994039144,True,False,True,False,False,sleeper
2026,691781,93,87,6,29,20,1,0.2849462365591398,0.22988505747126436,0.27956989247311825,0.3103448275862069,0.5899147200593251,0.3333333333333333,0.06451612903225806,0.3118279569892473,0.010752688172043012,0.08045977011494254,0.286121247311828,0.001175010752688166,4.021505376344086,0.4946524064171123,0.2756756756756757,0.15775401069518716,0.4732620320855615,0.29949238578680204,116,82.1405172413793,102.94999999999999,5.706896551724138,0.25862068965517243,0.04310344827586207,WSH,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.25512820512820517,0.08812260536398467,0.2846715328467153,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.001175010752688166,0.03099304218362281,0.029818031430934644,,1.2699999999999818,0.01075744179192456,0.0073891625615763595,-0.02221306086330982,97,0.29381443298969073,0.6190098561232582,WSH,Brady House,bradyhouse,False,False,0.03904159524133019,0.010190424984800474,-0.026644518272425255,0.028125107655102344,0.10604702989219525,0.29416980036953533,0.2284836868557799,0.2832533127833075,0.3611752350204004,,0.05095058000215223,0.05095058000215223,0.20417762512605292,0.08999217524348241,-0.7662640001287715,True,False,True,False,False,sleeper
2026,545121,73,70,2,9,25,5,0.4582191780821918,0.35714285714285715,0.375,0.6714285714285714,1.0464285714285713,0.35714285714285715,0.0273972602739726,0.1232876712328767,0.0684931506849315,0.3142857142857142,0.4110442916666667,-0.04717488641552514,3.136986301369863,0.4978165938864629,0.14035087719298245,0.18777292576419213,0.4890829694323144,0.38461538461538464,88,83.5125,103.73,5.840909090909091,0.32954545454545453,0.056818181818181816,AZ,0.2912420915994342,0.08387040394992681,0.22177921482096433,0.29306826298425226,0.12644114950743837,0.3006787545656804,0.09769829222961973,0.10284355853026782,101.68,0.24786324786324787,0.03571428571428571,0.3083343081751378,0.04717488641552514,0.11036553710098629,0.15754042351651143,,2.049999999999997,0.08168220668220666,0.021103896103896104,0.10270998349152888,73,0.4582191780821918,1.0464285714285713,AZ,Ildemaro Vargas,ildemarovargas,False,False,0.03631629484733509,0.013220963604359892,-0.034618058417994924,0.026051079532687094,0.10482446830607589,0.3369950494130155,0.26606069614768546,0.3267298340983675,0.4055032228717563,0.011945759268725722,0.05095058000215223,0.052332234493303084,0.24834652007237729,0.08864852934063822,-0.6939565107234718,True,False,True,False,False,sleeper
