season,pitcher,bf_22g,ros_k_rate,q10,q50,q90
2025,445276,88,0.2602739726027397,0.16666666666666666,0.23333333333333334,0.30386740331491713
2025,455119,77,0.20833333333333334,0.1989795918367347,0.2641509433962264,0.35570469798657717
2025,458677,74,0.27941176470588236,0.20279720279720279,0.2642857142857143,0.35570469798657717
2025,472610,93,0.1925925925925926,0.15315315315315314,0.2222222222222222,0.2980769230769231
2025,489446,78,0.21649484536082475,0.22277227722772278,0.3023255813953488,0.4177215189873418
2025,518585,99,0.3333333333333333,0.22389902780146687,0.30714285714285716,0.43478260869565216
2025,519151,89,0.17045454545454544,0.16012833278017485,0.22580645161290322,0.30246913580246915
2025,547184,93,0.1917808219178082,0.125,0.21739130434782608,0.2980769230769231
2025,547973,79,0.38926174496644295,0.22972972972972974,0.2887323943661972,0.3939393939393939
2025,552640,93,0.3652173913043478,0.14906832298136646,0.21468926553672316,0.2878787878787879
2025,571946,92,0.32978723404255317,0.1897810218978102,0.25555555555555554,0.33519553072625696
2025,571948,95,0.19696969696969696,0.14814814814814814,0.22099447513812154,0.30303030303030304
2025,572955,80,0.2360248447204969,0.208955223880597,0.27380952380952384,0.35714285714285715
2025,573124,77,0.25,0.18181818181818182,0.24175824175824176,0.3188405797101449
2025,573204,75,0.2605633802816901,0.17714285714285713,0.24347826086956523,0.3188405797101449
2025,592094,92,0.23595505617977527,0.21739130434782608,0.28097587719298245,0.35570469798657717
2025,592155,82,0.22580645161290322,0.19101123595505617,0.25555555555555554,0.34615384615384615
2025,592426,75,0.1736111111111111,0.13709677419354838,0.22580645161290322,0.30246913580246915
2025,592454,91,0.1590909090909091,0.18617021276595744,0.2553191489361702,0.31451612903225806
2025,592773,79,0.22727272727272727,0.18604651162790697,0.24444444444444444,0.32
2025,592779,78,0.20987654320987653,0.23529411764705882,0.30198019801980197,0.3939393939393939
2025,593576,63,0.2459016393442623,0.20408163265306123,0.25949367088607594,0.35570469798657717
2025,595014,87,0.15789473684210525,0.2080536912751678,0.2682926829268293,0.3470319634703196
2025,595928,108,0.24242424242424243,0.10152284263959391,0.1875,0.27419354838709675
2025,596001,107,0.2261904761904762,0.11764705882352941,0.208955223880597,0.2878787878787879
2025,596133,85,0.2768361581920904,0.1951219512195122,0.2608695652173913,0.3380281690140845
2025,605177,72,0.28169014084507044,0.18518518518518517,0.24175824175824176,0.31543624161073824
2025,605447,87,0.22,0.19594594594594594,0.26288659793814434,0.35570469798657717
2025,606160,94,0.225,0.18604651162790697,0.23863636363636365,0.32919254658385094
2025,606303,81,0.25,0.14906832298136646,0.2222222222222222,0.2857142857142857
