batter,n_borderline_spot79,actual_pct,expected_pct,residual_pp_med,residual_pp_lo,residual_pp_hi,p_dir_pos,p_two_sided,q_bh,bh_significant_q10,ci_excludes_zero,abs_residual_pp,flagged,chase_rate,n_total_pa,qualified_200pa,batter_name
665750,36,52.77777777777778,46.24438490228868,5.555555555555558,-2.777777777777779,16.666666666666668,0.832,0.3360000000000001,0.6965217391304348,False,False,5.555555555555558,False,0.35816618911174786,190.0,False,Leody Taveras
641487,38,63.1578947368421,58.84101906740009,5.263157894736836,-5.263157894736848,15.789473684210526,0.722,0.556,0.8542372881355933,False,False,5.263157894736836,False,0.2180566182096404,674.0,True,J.P. Crawford
805367,40,62.5,57.36600192877975,5.000000000000004,-5.000000000000004,17.5,0.768,0.46399999999999997,0.7879245283018868,False,False,5.000000000000004,False,0.22629969418960244,516.0,True,Chase Meidroth
573262,31,51.61290322580645,46.77674113484338,4.838709677419353,-6.451612903225811,16.129032258064512,0.72,0.56,0.8542372881355933,False,False,4.838709677419353,False,0.22107081174438686,559.0,True,Mike Yastrzemski
664728,68,63.23529411764706,59.2801049875697,4.411764705882348,-2.941176470588236,11.764705882352944,0.786,0.42799999999999994,0.7588235294117647,False,False,4.411764705882348,False,0.28509406657018815,414.0,True,Kyle Isbel
686780,47,65.95744680851064,60.55801372338541,4.255319148936165,-4.255319148936176,14.893617021276595,0.785,0.42999999999999994,0.7588235294117647,False,False,4.255319148936165,False,0.35714285714285715,394.0,True,Pedro Pagés
691723,49,59.183673469387756,54.199602423708626,4.081632653061229,-4.081632653061229,12.244897959183671,0.829,0.3420000000000001,0.6965217391304348,False,False,4.081632653061229,False,0.2786885245901639,292.0,True,Coby Mayo
687401,57,66.66666666666666,63.51480965711155,3.508771929824561,-5.263157894736848,12.280701754385959,0.686,0.6279999999999999,0.9265573770491802,False,False,3.508771929824561,False,0.3294392523364486,514.0,True,Joey Ortiz
643289,60,70.0,66.93244810024237,3.3333333333333326,-3.3333333333333326,11.666666666666659,0.735,0.53,0.8463157894736842,False,False,3.3333333333333326,False,0.34977578475336324,401.0,True,Mauricio Dubón
691720,65,58.46153846153847,55.43110423447786,3.076923076923077,-4.61538461538461,10.76923076923077,0.732,0.536,0.8463157894736842,False,False,3.076923076923077,False,0.2389937106918239,156.0,False,Kyle Karros
624428,35,57.14285714285714,55.59791088455997,2.857142857142858,-8.571428571428575,14.285714285714285,0.527,0.946,0.984,False,False,2.857142857142858,False,0.2994413407821229,465.0,True,Adam Frazier
691785,41,56.09756097560976,54.24336427322047,2.4390243902439046,-7.317073170731703,12.195121951219518,0.548,0.9039999999999999,0.9707142857142858,False,False,2.4390243902439046,False,0.2966101694915254,138.0,False,Marcelo Mayer
671732,42,45.23809523809524,43.26418699419484,2.3809523809523836,-7.142857142857145,9.523809523809524,0.583,0.8340000000000001,0.950126582278481,False,False,2.3809523809523836,False,0.26303317535545023,631.0,True,Lawrence Butler
691777,43,55.81395348837209,53.306966251914034,2.3255813953488413,-6.976744186046513,11.627906976744185,0.622,0.756,0.9336,False,False,2.3255813953488413,False,0.3137254901960784,223.0,True,Max Muncy
807713,45,62.22222222222222,59.613591213658644,2.2222222222222254,-6.666666666666665,13.333333333333336,0.625,0.75,0.9336,False,False,2.2222222222222254,False,0.3024096385542169,440.0,True,Matt Shaw
677942,45,51.11111111111111,48.025329040288916,2.2222222222222197,-6.666666666666665,11.111111111111105,0.652,0.696,0.9336,False,False,2.2222222222222197,False,0.2524850894632207,265.0,True,Blaze Alexander
665804,47,61.702127659574465,58.74258662459031,2.127659574468088,-6.382978723404253,12.765957446808512,0.651,0.698,0.9336,False,False,2.127659574468088,False,0.3582887700534759,100.0,False,Miguel Amaya
688363,51,64.70588235294117,61.99952586822592,1.9607843137254943,-7.843137254901955,11.764705882352944,0.657,0.6859999999999999,0.9336,False,False,1.9607843137254943,False,0.2756598240469208,187.0,False,Graham Pauley
681351,54,57.407407407407405,56.248952922985175,1.851851851851849,-9.259259259259256,9.259259259259261,0.508,0.984,0.984,False,False,1.851851851851849,False,0.31406761177753545,462.0,True,Logan O'Hoppe
