pick_type,target_player,target_mlbam,analog_player,analog_mlbam,season,cosine_sim,first22_woba,first22_xwoba_gap,ros_woba,ros_delta_vs_prior,ros_iso,ros_k_rate
sleeper,Jac Caglianone,695506,Tyler Flowers,452095,2016,0.9250920866965487,0.3107142857142857,0.032354821428571434,0.375,0.0713172804532578,0.17961165048543692,0.2697095435684647
sleeper,Jac Caglianone,695506,Trevor Larnach,663616,2024,0.886657275393966,0.35432098765432096,0.004703049836934814,0.3411671924290221,0.02361152412985773,0.18021201413427562,0.215625
sleeper,Jac Caglianone,695506,Hunter Pence,452254,2015,0.8680077719180826,0.34139784946236557,-0.003890161290322547,0.3975,0.130312407723137,0.2184873949579832,0.2076923076923077
sleeper,Jac Caglianone,695506,Renato Núñez,600524,2018,0.8662104526860329,0.3025641025641026,-0.017791089743589783,0.34863387978142074,0.1390505464480874,0.1646341463414634,0.2185792349726776
sleeper,Owen Caissie,683357,Brandon Marsh,669016,2022,0.875843631029053,0.34220779220779224,-0.013851073486251586,0.29776315789473684,-0.008438392492860047,0.13202247191011238,0.3411458333333333
sleeper,Owen Caissie,683357,Niko Goodrum,592348,2021,0.8604854639461922,0.29876543209876544,0.011863967594596236,0.2965163934426229,-0.008775009606397488,0.12037037037037038,0.30327868852459017
sleeper,Owen Caissie,683357,Oswaldo Arcia,542455,2016,0.8583881829142712,0.30952380952380953,0.032184619047619045,0.26386861313868615,-0.06279805352798057,0.1653543307086614,0.34782608695652173
sleeper,Owen Caissie,683357,Kyle Stowers,669065,2024,0.853597114719052,0.25483870967741934,0.020694213649558035,0.285958904109589,0.07971276929202564,0.12878787878787876,0.32653061224489793
sleeper,Owen Caissie,683357,Jo Adell,666176,2022,0.8512534111031488,0.28157894736842104,0.01584520078227608,0.28708133971291866,0.009266753650157444,0.13917525773195874,0.37799043062200954
sleeper,Samuel Basallo,694212,Joc Pederson,592626,2023,0.8701315853626931,0.33395061728395065,0.023572640347306995,0.34673590504451035,-0.0020923200314763024,0.17832167832167833,0.19883040935672514
sleeper,Samuel Basallo,694212,Pedro Álvarez,476883,2018,0.8449138764039315,0.35230769230769227,0.05403538461538465,0.2693548387096774,-0.09473299912816041,0.2142857142857143,0.3225806451612903
