season,pitcher,bf_22g,k_22g,bb_22g,hr_22g,runs_allowed_22g,outs_22g,ip_22g,k_rate_22g,bb_rate_22g,hr_rate_22g,ra9_22g,pitch_count_22g,swings_22g,whiffs_22g,in_zone_22g,swing_rate_22g,whiff_per_swing_22g,zone_rate_22g,bbe_22g,ev_p90_allowed_22g,hardhit_allowed_22g,hardhit_allowed_rate_22g,pitches_per_bf_22g,league_pitcher_k_rate,league_pitcher_bb_rate,league_pitcher_ra9,preseason_prior_k_rate,preseason_prior_bb_rate,bf_cutoff,ip_cutoff,k_rate_cutoff,starts_cutoff,player,known_2025_closer,named_r1_case,pred_k_rate_mean,pred_k_rate_bootstrap_sd,k_rate_q10,k_rate_q50,k_rate_q90,pred_k_delta_vs_prior,april_minus_pred_k_rate,known_closer_or_named_miller,sleeper_reliever_candidate,fake_dominant_candidate,r2_verdict
2026,695243,41,27,2,0,0,37.0,12.333333333333334,0.6585365853658537,0.04878048780487805,0.0,0.0,162,82,48,77,0.5061728395061729,0.5853658536585366,0.47530864197530864,30,94.02,3,0.1,3.951219512195122,0.22177921482096433,0.08387040394992681,4.503987453440502,0.3914778668880181,0.10632926844154733,41,12.333333333333334,0.6585365853658537,0,Mason Miller,True,True,0.34586011612485307,0.01652210463088039,0.237780642389086,0.3191489361702128,0.4112903225806452,-0.045617750763165044,0.3126764692410006,True,False,True,AMBIGUOUS
